ID,Gender,Age,Ethnicity,Education,Country,CountryPP,EstimatedIncome,NScore,EScore,OScore,AScore,CScore,Impulsivity,SensationSeeking,Alcohol,Amphet,Amyl,Benzos,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
106,M,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,18,43,33,38,54,1,1,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
107,F,Ag2,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,46,38,33,45,39,1,3,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
108,F,Ag3,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,37,40,37,38,46,5,5,CL5,CL3,CL0,CL0,CL6,CL0,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
109,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,31,53,47,44,47,8,9,CL5,CL0,CL0,CL3,CL6,CL3,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
110,F,Ag4,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,28,43,36,37,38,2,6,CL5,CL1,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
111,M,Ag4,AS,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,34,42,47,41,41,4,4,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
112,M,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,39,32,40,39,37,4,7,CL6,CL1,CL0,CL0,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
113,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,25,42,52,35,36,3,5,CL3,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
114,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,36,44,48,44,47,4,5,CL4,CL0,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
115,M,Ag3,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,17,52,55,38,31,8,9,CL4,CL1,CL1,CL2,CL6,CL6,CL4,CL1,CL0,CL2,CL2,CL2,CL0,CL2,CL0,CL2,CL6,CL0,CL0
116,F,Ag2,WH,Ed6,Canada,46059,3479.4934082,38,36,40,45,49,1,0,CL5,CL1,CL2,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL2,CL6,CL0,CL0
117,M,Ag3,WH,Ed6,Canada,46059,4566.8349609,42,36,47,31,39,5,5,CL4,CL0,CL0,CL0,CL4,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
118,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,51,45,55,44,33,5,7,CL5,CL1,CL1,CL3,CL6,CL1,CL5,CL3,CL0,CL3,CL2,CL2,CL2,CL2,CL0,CL3,CL4,CL0,CL0
119,F,Ag3,WH,Ed5,United States of America,58669,3492,53,26,29,50,44,3,1,CL5,CL0,CL0,CL6,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL6,CL0,CL0
120,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,32,44,39,45,51,3,3,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
121,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,26,44,39,36,47,4,10,CL6,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
122,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,50,31,35,29,36,5,6,CL2,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
123,M,Ag5,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,38,41,45,41,35,3,4,CL6,CL0,CL0,CL0,CL6,CL1,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
124,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,38,35,43,43,43,7,6,CL5,CL1,CL0,CL0,CL6,CL3,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1
125,M,Ag4,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,32,52,48,46,46,3,5,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
126,M,Ag5,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,31,48,49,44,49,5,7,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
127,M,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,25,44,38,40,42,3,3,CL5,CL1,CL1,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
128,F,Ag4,WH,Ed3,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,32,34,40,45,48,1,0,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
129,M,Ag3,AS,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,36,44,47,44,44,3,2,CL0,CL0,CL0,CL2,CL1,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
130,F,Ag4,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,28,46,38,49,45,4,7,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
131,F,Ag4,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,45,42,36,46,55,2,2,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
132,F,Ag4,OT,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,22,39,37,57,46,1,0,CL4,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
133,F,Ag3,WH,Ed4,Ireland,46905,4062.6149902,33,36,42,42,44,1,1,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
134,M,Ag3,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,35,41,48,42,43,5,7,CL5,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
135,F,Ag2,WA,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,60,29,44,47,37,1,7,CL6,CL1,CL0,CL0,CL6,CL1,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
136,F,Ag3,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,21,50,42,54,52,5,4,CL1,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
137,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,34,38,34,54,52,7,6,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
138,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,25,50,48,48,45,0,2,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
139,M,Ag5,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,31,34,47,45,48,1,2,CL6,CL0,CL0,CL4,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0
140,M,Ag4,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,35,42,42,49,40,3,5,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
141,F,Ag2,AS,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,54,42,55,49,40,2,5,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
142,F,Ag3,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,28,44,38,51,46,1,0,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
143,M,Ag3,WH,Ed3,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,31,38,37,45,41,5,7,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
144,M,Ag3,BL,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,21,48,42,51,54,2,4,CL1,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
145,M,Ag4,WH,Ed6,Canada,46059,4817.7597656,37,32,43,35,42,3,8,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
146,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,31,41,38,56,47,7,7,CL4,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
147,M,Ag5,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,38,31,45,40,40,4,2,CL6,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
148,M,Ag3,BL,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,30,43,41,44,48,3,4,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
149,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,35,32,28,37,44,1,1,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
150,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,28,52,41,55,52,3,2,CL4,CL0,CL0,CL0,CL3,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
151,F,Ag3,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,33,48,47,47,49,4,6,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
152,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,41,28,33,46,35,2,3,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
153,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,31,29,41,39,37,0,1,CL5,CL0,CL1,CL2,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL5,CL0,CL0
154,M,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,29,46,34,48,47,3,4,CL6,CL0,CL1,CL0,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
155,F,Ag1,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,59,30,51,40,46,3,8,CL5,CL0,CL0,CL5,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
156,F,Ag3,BL,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,42,30,37,45,40,2,3,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
157,F,Ag3,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,48,40,44,50,43,4,4,CL5,CL2,CL1,CL1,CL6,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
158,M,Ag2,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,26,47,33,40,47,3,8,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
159,F,Ag3,WH,Ed7,Australia,49901,5762.2753906,33,41,44,41,45,6,9,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
160,F,Ag4,BL,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,31,36,42,44,44,3,2,CL4,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
162,M,Ag3,BL,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,29,42,40,54,39,2,2,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
163,F,Ag2,WH,Ed7,New Zealand,38106,2488.065918,38,40,45,53,48,1,5,CL3,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
164,F,Ag2,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,53,40,44,49,43,3,3,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
165,F,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,37,42,35,52,49,1,4,CL3,CL1,CL0,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
166,M,Ag4,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,33,38,44,40,52,1,3,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
167,M,Ag1,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,50,31,51,27,27,6,6,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL3,CL3,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL6,CL0,CL3
168,F,Ag2,BL,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,36,40,39,40,48,5,4,CL2,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
169,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,38,48,37,41,33,5,7,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
170,F,Ag1,WH,Ed4,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,32,40,36,47,41,2,7,CL5,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
171,M,Ag4,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,49,38,44,44,41,6,7,CL2,CL1,CL1,CL3,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL0,CL0
172,M,Ag3,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,32,46,58,48,36,7,10,CL6,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
173,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,41,36,43,40,47,4,2,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL5,CL0,CL0
174,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,46,44,54,44,44,5,7,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
175,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,46,36,30,48,30,6,6,CL6,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
176,F,Ag5,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,42,40,49,51,43,4,6,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
177,F,Ag3,OT,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,34,36,40,35,38,1,2,CL3,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
178,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,50,40,37,37,49,2,4,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
179,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,44,33,43,48,41,4,5,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
180,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,40,39,39,50,37,1,2,CL5,CL1,CL0,CL0,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
181,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,39,44,35,45,48,4,6,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
182,M,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,24,37,44,47,48,2,2,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
183,F,Ag3,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,39,45,44,51,47,1,2,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
184,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,54,37,48,38,48,2,7,CL6,CL3,CL0,CL0,CL6,CL0,CL5,CL6,CL0,CL3,CL0,CL3,CL3,CL0,CL0,CL0,CL6,CL0,CL6
185,M,Ag5,WH,Ed4,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,36,34,39,47,44,1,2,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
186,F,Ag3,WH,Ed7,Canada,46059,4566.8349609,39,44,46,48,41,3,4,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
187,F,Ag3,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,29,49,47,45,53,1,1,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
188,F,Ag5,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,28,34,32,50,46,1,1,CL4,CL0,CL0,CL0,CL3,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
189,F,Ag4,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,40,30,31,47,40,1,0,CL4,CL0,CL0,CL2,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
190,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,32,40,43,44,47,2,3,CL5,CL0,CL0,CL0,CL5,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
191,F,Ag5,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,23,40,40,47,40,2,1,CL5,CL0,CL0,CL1,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
192,M,Ag1,WA,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,32,48,38,47,38,5,6,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
193,F,Ag2,WH,Ed6,Canada,46059,3479.4934082,28,38,45,45,38,6,6,CL5,CL1,CL0,CL1,CL6,CL5,CL4,CL1,CL1,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
194,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,39,32,43,44,43,1,6,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
195,F,Ag2,WA,Ed7,Canada,46059,3479.4934082,27,48,46,43,45,2,2,CL3,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
196,F,Ag5,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,42,42,51,41,48,5,6,CL5,CL1,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
197,M,Ag1,BL,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,30,42,42,51,35,4,2,CL4,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
198,F,Ag5,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,32,43,41,37,38,2,3,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
199,F,Ag2,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,35,43,50,48,42,8,9,CL6,CL5,CL5,CL2,CL5,CL6,CL6,CL5,CL0,CL3,CL2,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL1
200,F,Ag4,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,31,54,51,54,50,5,6,CL4,CL4,CL1,CL1,CL6,CL4,CL5,CL3,CL0,CL6,CL0,CL2,CL2,CL4,CL0,CL3,CL6,CL0,CL0
201,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,30,41,40,50,51,5,9,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
202,M,Ag3,OT,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,34,33,42,34,50,2,3,CL5,CL3,CL3,CL2,CL6,CL2,CL6,CL4,CL2,CL4,CL0,CL2,CL2,CL2,CL0,CL2,CL4,CL0,CL0
203,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,29,48,43,49,49,4,3,CL6,CL0,CL0,CL3,CL6,CL1,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
204,M,Ag6,WH,Ed1,United Kingdom of Great Britain and Northern Ireland,43105,2915.7807617,22,32,29,37,37,1,0,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
205,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,34,46,54,43,44,3,7,CL5,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL4,CL0,CL2
206,F,Ag3,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,34,47,48,37,34,8,7,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
207,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,35,48,50,44,45,6,6,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
